Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
312,Jose Reyes\reyesjo01,2011-12-07,Florida Marlins,NYM,29,7.8,9,1050,4453,735,1300,81,423,370,333,.292,.341,.441,.782,,,,,,,,,,,,
313,Francisco Rodriguez\rodrifr03,2011-12-07,Milwaukee Brewers,MIL,30,3.8,10,206,2,0,1,0,0,0,0,.500,.500,.500,1.000,36,27,2.51,1.158,604,0,291,648.2,468,48,283,806
314,Matt Capps\cappsma01,2011-12-06,Minnesota Twins,MIN,28,0.9,7,309,5,1,1,0,0,0,1,.200,.333,.200,.533,28,29,3.51,1.197,414,0,124,410.1,411,48,80,301
315,Willie Collazo\collawi01,2011-12-06,Toronto Blue Jays,TOR,32,,4,,,,,,,,,,,,,,,,,,,,,,,,
316,Juan Miranda\miranju01,2011-12-06,Tampa Bay Rays,ARI,29,-0.2,4,111,257,29,58,11,37,0,32,.226,.320,.420,.740,,,,,,,,,,,,
317,Dale Thayer\thayeda01,2011-12-06,San Diego Padres,NYM,31,-0.1,3,12,1,0,0,0,0,0,0,.000,.000,.000,.000,0,3,5.88,1.462,23,0,1,26.0,37,4,1,15
318,Heath Bell\bellhe01,2011-12-05,Florida Marlins,SDP,34,4.5,8,414,6,0,0,0,0,0,0,.000,.000,.000,.000,28,24,3.06,1.197,435,0,134,482.0,416,30,161,494
319,Brett Carroll\carrobr01,2011-12-05,Washington Nationals,BOS,29,0.8,5,175,286,46,58,5,28,2,21,.203,.281,.322,.603,,,,,,,,,,,,
320,Jerry Hairston\hairsje02,2011-12-05,Los Angeles Dodgers,MIL,36,3.8,14,1268,3945,544,1018,64,372,146,336,.258,.326,.371,.698,,,,,,,,,,,,
321,Joe Martinez\martijo07,2011-12-05,Arizona Diamondbacks,CLE,29,-0.7,2,19,11,2,2,0,0,0,0,.182,.182,.273,.455,3,3,6.16,1.872,18,6,0,49.2,72,5,21,28
322,Jason Lane\laneja01,2011-12-04,Arizona Diamondbacks,TOR,35,,6,497,1208,165,291,61,189,10,123,.241,.314,.457,.771,,,,,,,,,,,,
323,Cody Ransom\ransoco01,2011-12-04,Arizona Diamondbacks,ARI,36,-0.5,9,231,337,61,74,10,43,6,36,.220,.304,.383,.687,,,,,,,,,,,,
324,Ryan Feierabend\feierry01,2011-12-03,Philadelphia Phillies,PHI,26,,3,1,0,0,0,0,0,0,0,,,,,2,11,7.22,1.802,25,19,0,106.0,147,20,44,64
325,Chris Capuano\capuach01,2011-12-02,Los Angeles Dodgers,NYM,33,0.9,7,179,292,12,40,1,17,0,7,.137,.159,.175,.334,57,64,4.39,1.355,181,156,0,963.2,992,137,314,807
326,Darren Ford\fordda03,2011-12-02,Seattle Mariners,SFG,26,0.2,2,33,14,8,4,0,0,9,1,.286,.375,.286,.661,,,,,,,,,,,,
327,Wil Ledezma\ledezwi01,2011-12-02,Los Angeles Dodgers,TOR,31,-1.0,9,89,12,2,0,0,0,0,1,.000,.077,.000,.077,15,25,5.40,1.605,192,40,0,396.1,440,45,196,283
328,J.D. Martin\martijd01,2011-12-02,Florida Marlins,WSN,29,0.7,2,,,,,,,,,,,,,,,,,,,,,,,,
329,Matt Pagnozzi\pagnoma01,2011-12-02,Cleveland Indians,PIT,29,0.3,3,33,71,7,22,1,13,0,4,.310,.364,.380,.744,,,,,,,,,,,,
330,Tony Abreu\abreuto01,2011-12-01,Kansas City Royals,ARI,27,-1.1,3,146,367,35,92,3,31,2,14,.251,.279,.354,.634,,,,,,,,,,,,
331,Robert Coello\coellro01,2011-12-01,Toronto Blue Jays,CHC,27,0.0,1,0,0,0,0,0,0,0,0,,,,,0,0,4.76,1.588,6,0,0,5.2,4,0,5,5
332,Alex Hinshaw\hinshal01,2011-12-01,San Diego Padres,SFG,29,-0.3,2,53,0,0,0,0,0,0,0,,,,,2,1,4.53,1.686,57,0,0,45.2,41,7,36,49
333,Brandon Moss\mossbr01,2011-12-01,Oakland Athletics,PHI,28,-0.9,5,249,678,74,160,15,78,2,60,.236,.300,.382,.682,,,,,,,,,,,,
334,Jhonny Nunez\nunezjh01,2011-12-01,Tampa Bay Rays,CHW,26,-0.1,2,,,,,,,,,,,,,,,,,,,,,,,,
335,Matt Palmer\palmema01,2011-12-01,San Diego Padres,LAA,33,0.9,4,6,10,1,2,0,0,0,1,.200,.273,.200,.473,13,7,4.52,1.478,60,20,0,183.1,179,14,92,96
336,Eric Stults\stulter01,2011-12-01,Chicago White Sox,COL,32,0.1,5,45,49,6,11,0,4,0,5,.224,.286,.286,.571,8,10,4.93,1.490,41,24,0,157.0,167,22,67,105
337,David DeJesus\dejesda01,2011-11-30,Chicago Cubs,OAK,32,5.2,9,1007,3797,561,1077,71,436,51,359,.284,.356,.421,.776,,,,,,,,,,,,
338,Luis Hernandez\hernalu01,2011-11-30,Texas Rangers,NYM,28,0.0,4,120,265,22,65,3,20,6,14,.245,.286,.298,.584,,,,,,,,,,,,
339,Ramon Hernandez\hernara02,2011-11-30,Colorado Rockies,CIN,36,1.5,13,1457,4873,560,1295,161,723,8,418,.266,.330,.419,.749,,,,,,,,,,,,
340,Adam Kennedy\kennead01,2011-11-30,Los Angeles Dodgers,SEA,36,1.7,13,1605,5305,660,1444,78,555,178,378,.272,.326,.385,.711,,,,,,,,,,,,
341,Pete Orr\orrpe01,2011-11-30,Philadelphia Phillies,PHI,33,0.5,6,393,615,87,156,3,39,16,25,.254,.286,.322,.608,,,,,,,,,,,,
342,Brian Sanches\sanchbr01,2011-11-30,Philadelphia Phillies,FLA,33,3.3,6,176,10,1,1,0,1,0,0,.100,.100,.100,.200,13,6,3.58,1.382,189,2,0,228.2,197,32,119,199
343,Ramon Santiago\santira01,2011-11-30,Detroit Tigers,DET,32,4.5,10,672,1824,229,455,25,166,27,138,.249,.316,.342,.658,,,,,,,,,,,,
344,Jonathan Broxton\broxtjo01,2011-11-29,Kansas City Royals,LAD,28,1.6,7,373,5,0,0,0,0,0,2,.000,.286,.000,.286,25,20,3.19,1.232,386,0,84,392.0,320,25,163,503
345,Carlos Corporan\corpoca01,2011-11-29,Houston Astros,HOU,28,-0.7,2,53,155,10,30,0,11,0,10,.194,.257,.258,.515,,,,,,,,,,,,
346,Nick Evans\evansni01,2011-11-29,Pittsburgh Pirates,NYM,26,0.8,4,159,386,54,99,8,46,0,27,.256,.305,.407,.712,,,,,,,,,,,,
347,Kevin Frandsen\frandke01,2011-11-29,Philadelphia Phillies,PHI,30,-0.4,5,228,568,65,138,7,53,6,36,.243,.302,.335,.636,,,,,,,,,,,,
348,Pat Misch\mischpa01,2011-11-29,Philadelphia Phillies,NYM,30,0.3,6,76,39,0,3,0,1,0,3,.077,.143,.077,.220,4,15,4.80,1.415,78,24,0,200.2,227,28,57,116
349,Scott Podsednik\podsesc01,2011-11-29,Philadelphia Phillies,PHI,36,0.7,10,1016,3707,544,1036,41,300,301,327,.279,.340,.381,.721,,,,,,,,,,,,
350,Jose Molina\molinjo01,2011-11-28,Tampa Bay Rays,TOR,37,1.6,12,666,1787,183,430,29,163,12,98,.241,.286,.344,.630,,,,,,,,,,,,
351,Diory Hernandez\hernadi01,2011-11-26,Houston Astros,ATL,28,-1.1,3,75,127,15,20,3,11,0,6,.157,.195,.260,.455,,,,,,,,,,,,
352,Dusty Brown\browndu01,2011-11-25,Texas Rangers,PIT,30,-0.3,3,24,43,3,7,1,3,1,2,.163,.200,.256,.456,,,,,,,,,,,,
353,Ray Olmedo\olmedra01,2011-11-25,Chicago White Sox,TBR,31,,5,198,403,45,92,2,26,6,26,.228,.276,.293,.569,,,,,,,,,,,,
354,Brandon Boggs\boggsbr01,2011-11-23,Pittsburgh Pirates,MIL,29,-0.7,4,130,326,34,68,10,43,4,49,.209,.315,.380,.695,,,,,,,,,,,,
355,Bruce Chen\chenbr01,2011-11-23,Kansas City Royals,KCR,35,5.2,13,152,118,4,17,0,3,0,3,.144,.165,.153,.318,60,58,4.52,1.388,317,169,1,1164.2,1170,201,446,882
356,Ryan Doumit\doumiry01,2011-11-23,Minnesota Twins,PIT,31,2.5,7,611,1967,234,534,67,266,10,148,.271,.334,.442,.777,,,,,,,,,,,,
357,Jeff Marquez\marquje01,2011-11-23,Seattle Mariners,NYY,27,0.0,2,1,0,0,0,0,0,0,0,,,,,0,0,5.40,1.400,4,0,0,5.0,7,1,0,2
358,Jayson Nix\nixja01,2011-11-23,New York Yankees,TOR,29,2.0,4,264,778,85,161,30,84,16,67,.207,.280,.368,.648,,,,,,,,,,,,
359,Grady Sizemore\sizemgr01,2011-11-23,Cleveland Indians,CLE,29,2.0,8,892,3527,601,948,139,458,134,430,.269,.357,.473,.830,,,,,,,,,,,,
360,J.C. Boscan\boscajc01,2011-11-22,Atlanta Braves,ATL,32,0.1,2,5,9,1,3,0,0,0,1,.333,.400,.333,.733,,,,,,,,,,,,
361,Phil Dumatrait\dumatph01,2011-11-22,Minnesota Twins,MIN,30,-0.3,4,44,27,0,1,0,1,0,0,.037,.037,.037,.074,4,13,6.20,1.781,87,17,1,151.0,179,24,90,97
362,Luis Durango\duranlu01,2011-11-22,Atlanta Braves,HOU,26,0.2,3,39,65,11,19,0,5,7,7,.292,.361,.292,.653,,,,,,,,,,,,
363,Jake Fox\foxja02,2011-11-22,Pittsburgh Pirates,BAL,29,-0.5,4,193,489,55,116,20,73,0,27,.237,.288,.425,.714,,,,,,,,,,,,
364,Steve Garrison\garrist01,2011-11-22,Seattle Mariners,NYY,25,0.0,1,0,0,0,0,0,0,0,0,,,,,0,0,0.00,0.000,1,0,0,0.2,0,0,0,0
365,Dusty Hughes\hughedu01,2011-11-22,Atlanta Braves,MIN,30,0.4,3,5,0,0,0,0,0,0,0,,,,,2,5,4.99,1.578,80,1,0,83.0,91,9,40,60
366,Shairon Martis\martish01,2011-11-22,Pittsburgh Pirates,WSN,25,0.7,2,18,31,4,5,0,2,0,1,.161,.188,.194,.381,6,6,5.33,1.429,20,19,0,106.1,101,16,51,57
367,Luis Perdomo\perdolu01,2011-11-22,Minnesota Twins,SDP,28,-0.4,2,35,6,0,0,0,0,0,0,.000,.000,.000,.000,1,0,4.87,1.508,36,0,0,61.0,58,12,34,55
368,Adam Russell\russead01,2011-11-22,Atlanta Braves,TBR,29,0.2,4,32,1,0,0,0,0,0,0,.000,.000,.000,.000,8,3,3.95,1.546,85,0,0,86.2,88,3,46,67
369,Drew Sutton\suttodr01,2011-11-22,Atlanta Braves,BOS,29,0.5,3,86,159,26,41,3,24,0,13,.258,.322,.403,.724,,,,,,,,,,,,
370,Justin Thomas\thomaju01,2011-11-22,Boston Red Sox,PIT,28,-0.1,2,10,1,0,0,0,0,0,0,.000,.000,.000,.000,0,2,6.35,2.176,20,0,0,17.0,30,3,7,7
371,Daryl Thompson\thompda02,2011-11-22,Minnesota Twins,CIN,26,-0.2,2,3,3,2,0,0,0,0,0,.000,.000,.000,.000,0,3,8.31,2.192,4,3,0,17.1,26,3,12,6
372,Josh Wilson\wilsojo03,2011-11-22,Atlanta Braves,MIL,31,0.2,5,356,930,84,211,9,67,13,47,.227,.279,.318,.597,0,1,9.00,2.333,3,0,0,3.0,4,1,3,0
373,Matt Antonelli\antonma01,2011-11-21,Baltimore Orioles,WSN,27,,3,,,,,,,,,,,,,,,,,,,,,,,,
374,Clint Barmes\barmecl01,2011-11-21,Pittsburgh Pirates,HOU,33,6.7,9,788,2737,339,691,73,324,42,163,.252,.302,.401,.703,,,,,,,,,,,,
375,Jerad Head\headje01,2011-11-21,Detroit Tigers,CLE,29,0.0,1,10,24,2,3,0,1,1,0,.125,.160,.167,.327,,,,,,,,,,,,
376,Joe Nathan\nathajo01,2011-11-21,Texas Rangers,MIN,37,2.9,11,146,63,4,10,2,4,0,3,.159,.194,.302,.496,48,23,2.87,1.110,581,29,261,729.2,534,70,276,761
377,Steven Tolleson\tollest01,2011-11-21,Baltimore Orioles,SDP,28,0.2,1,25,49,5,14,1,4,0,4,.286,.340,.408,.748,,,,,,,,,,,,
378,Luis Cruz\cruzlu01,2011-11-20,Los Angeles Dodgers,TEX,28,-0.3,3,56,154,13,34,0,6,1,9,.221,.275,.260,.535,,,,,,,,,,,,
379,Gregor Blanco\blancgr01,2011-11-19,San Francisco Giants,WSN,28,1.0,3,253,710,88,183,2,53,26,107,.258,.358,.324,.682,,,,,,,,,,,,
380,Gerald Laird\lairdge01,2011-11-18,Detroit Tigers,STL,32,0.5,9,635,2003,266,483,35,204,20,151,.241,.300,.358,.658,,,,,,,,,,,,
381,Luke Montz\montzlu01,2011-11-18,Florida Marlins,FLA,28,,1,10,21,2,3,1,3,0,5,.143,.308,.286,.593,,,,,,,,,,,,
382,Lance Pendleton\pendlla01,2011-11-18,Houston Astros,HOU,28,-0.1,1,4,0,0,0,0,0,0,0,,,,,0,0,6.75,1.661,15,0,0,18.2,20,6,11,13
383,Jason Pridie\pridija01,2011-11-18,Oakland Athletics,NYM,28,0.8,3,112,212,31,48,4,20,7,25,.226,.307,.363,.670,,,,,,,,,,,,
384,Robert Ray\rayro01,2011-11-18,Florida Marlins,TOR,28,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,
385,Matt Carson\carsoma01,2011-11-17,Minnesota Twins,TBR,30,-0.3,2,46,100,8,20,5,14,4,2,.200,.210,.370,.580,,,,,,,,,,,,
386,Sam Deduno\dedunsa01,2011-11-17,Minnesota Twins,SDP,28,0.1,2,6,0,0,0,0,0,0,0,,,,,0,0,3.18,2.118,6,0,0,5.2,8,1,4,7
387,Val Pascucci\pascuva01,2011-11-17,New York Mets,NYM,33,0.0,2,42,73,7,14,3,8,1,10,.192,.294,.329,.623,,,,,,,,,,,,
388,Wilkin Ramirez\ramirwi01,2011-11-17,Minnesota Twins,ATL,26,-0.2,2,35,37,11,10,1,5,0,5,.270,.349,.459,.808,,,,,,,,,,,,
389,Chad Reineke\reinech01,2011-11-17,Cincinnati Reds,CIN,30,-0.3,3,6,8,1,1,0,1,0,0,.125,.125,.125,.250,2,2,5.76,1.483,7,5,0,29.2,26,5,18,17
390,Vinny Rottino\rottivi01,2011-11-17,New York Mets,FLA,32,-0.1,4,26,36,2,7,0,4,1,3,.194,.256,.250,.506,,,,,,,,,,,,
391,Brian Schneider\schnebr01,2011-11-17,Philadelphia Phillies,PHI,35,-0.3,12,1014,3076,275,761,65,380,4,326,.247,.321,.369,.690,,,,,,,,,,,,
392,Brandon Wood\woodbr01,2011-11-17,Colorado Rockies,PIT,27,-2.6,5,272,700,65,130,18,64,5,32,.186,.225,.289,.513,,,,,,,,,,,,
393,Jamey Carroll\carroja01,2011-11-16,Minnesota Twins,LAD,38,5.8,10,1065,2974,469,826,12,214,63,341,.278,.356,.348,.704,,,,,,,,,,,,
394,Mike O'Connor\oconnmi01,2011-11-16,New York Yankees,NYM,31,0.2,3,33,33,2,2,0,1,0,1,.061,.088,.061,.149,4,10,5.30,1.417,35,21,0,120.2,112,18,59,71
395,Omir Santos\santoom01,2011-11-16,Detroit Tigers,DET,31,0.1,3,118,313,29,79,7,40,0,15,.252,.286,.371,.656,,,,,,,,,,,,
396,Justin Berg\bergju01,2011-11-15,Chicago Cubs,CHC,28,0.3,3,59,2,0,0,0,0,0,0,.000,.000,.000,.000,0,1,4.08,1.453,60,0,0,64.0,66,4,27,27
397,Ryan Budde\buddery01,2011-11-15,Arizona Diamondbacks,TOR,32,0.2,4,,,,,,,,,,,,,,,,,,,,,,,,
398,Mark Ellis\ellisma01,2011-11-15,Los Angeles Dodgers,COL,35,6.6,9,1126,4091,567,1087,92,459,69,358,.266,.331,.397,.728,,,,,,,,,,,,
399,Aaron Hill\hillaa01,2011-11-15,Arizona Diamondbacks,ARI,30,7.5,7,908,3450,459,920,98,425,44,251,.267,.321,.416,.737,,,,,,,,,,,,
400,Tommy Hottovy\hottoto01,2011-11-15,Kansas City Royals,BOS,30,-0.1,1,1,0,0,0,0,0,0,0,,,,,0,0,6.75,1.750,8,0,0,4.0,4,0,3,2
401,Mark Kotsay\kotsama01,2011-11-15,San Diego Padres,MIL,36,-0.7,15,1728,6166,773,1717,124,694,98,530,.278,.335,.410,.745,,,,,,,,,,,,
402,Carlos Maldonado\maldoca03,2011-11-15,Washington Nationals,WSN,33,0.3,3,25,54,3,10,3,7,1,7,.185,.274,.370,.645,,,,,,,,,,,,
403,Scott Moore\mooresc02,2011-11-15,Houston Astros,CHC,28,-0.5,4,80,184,17,41,7,27,3,12,.223,.270,.370,.640,,,,,,,,,,,,
404,Matt Treanor\treanma01,2011-11-15,Los Angeles Dodgers,TEX,36,-0.4,8,432,1169,109,263,16,119,4,133,.225,.315,.307,.623,,,,,,,,,,,,
405,Sean Henn\hennse01,2011-11-14,Seattle Mariners,TOR,31,-0.3,5,8,1,0,0,0,0,0,0,.000,.000,.000,.000,2,9,7.56,2.012,60,5,0,81.0,99,14,64,62
406,Jonathan Papelbon\papeljo01,2011-11-14,Philadelphia Phillies,BOS,31,5.2,7,25,0,0,0,0,0,0,0,,,,,23,19,2.33,1.018,396,3,219,429.1,322,31,115,509
407,Clint Sammons\sammocl01,2011-11-14,Florida Marlins,FLA,29,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,
408,Matt Fox\foxma01,2011-11-12,Seattle Mariners,BOS,29,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,
409,Adam Loewen\loewead01,2011-11-12,New York Mets,TOR,28,-0.2,4,15,34,4,6,1,4,0,3,.176,.282,.294,.576,8,8,5.38,1.640,35,29,0,164.0,163,14,106,134
410,Brad Snyder\snydebr02,2011-11-12,Houston Astros,CHC,30,-0.1,2,20,36,2,6,0,5,0,1,.167,.189,.194,.384,,,,,,,,,,,,
411,Jared Burton\burtoja01,2011-11-11,Minnesota Twins,CIN,31,0.2,5,155,2,0,0,0,0,0,0,.000,.000,.000,.000,10,3,3.41,1.325,164,0,0,169.0,151,14,73,143
412,Jim Miller\milleji02,2011-11-11,Oakland Athletics,COL,30,0.1,2,6,0,0,0,0,0,0,0,,,,,0,2,1.84,1.432,14,0,1,14.2,12,0,9,13
413,Erick Almonte\almoner01,2011-11-10,Milwaukee Brewers,MIL,34,-0.7,3,55,133,18,31,2,14,3,8,.233,.282,.331,.613,,,,,,,,,,,,
414,Rod Barajas\barajro01,2011-11-10,Pittsburgh Pirates,LAD,36,3.0,13,1010,3139,367,746,125,449,2,178,.238,.284,.414,.698,,,,,,,,,,,,
415,Brian Dinkelman\dinkebr01,2011-11-10,Minnesota Twins,MIN,28,-0.2,1,23,73,5,22,0,4,2,4,.301,.346,.315,.661,,,,,,,,,,,,
416,Jerry Gil\gilje01,2011-11-10,Toronto Blue Jays,CIN,29,,7,,,,,,,,,,,,,,,,,,,,,,,,
417,Michel Hernandez\hernami01,2011-11-10,Cleveland Indians,CLE,33,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,
418,Raul Valdes\valdera02,2011-11-10,Philadelphia Phillies,NYY,34,0.3,2,41,10,1,4,0,1,0,0,.400,.400,.500,.900,3,4,4.58,1.500,51,1,1,70.2,73,8,33,71
419,Donnie Veal\vealdo01,2011-11-10,Chicago White Sox,PIT,27,-0.2,1,19,0,0,0,0,0,0,0,,,,,1,0,7.16,2.327,19,0,0,16.1,18,2,20,16
420,Willie Bloomquist\bloomwi01,2011-11-09,Arizona Diamondbacks,ARI,34,-1.6,10,845,2226,318,588,17,170,124,163,.264,.317,.337,.654,,,,,,,,,,,,
421,Jeff Fiorentino\fioreje01,2011-11-09,Oakland Athletics,ATL,29,-0.2,6,,,,,,,,,,,,,,,,,,,,,,,,
422,Nick Stavinoha\stavini01,2011-11-09,Houston Astros,STL,30,-0.7,3,,,,,,,,,,,,,,,,,,,,,,,,
423,Chris Jakubauskas\jakubch01,2011-11-08,Arizona Diamondbacks,BAL,33,-1.1,3,5,5,0,2,0,0,0,0,.400,.400,.400,.800,8,10,5.58,1.458,69,15,0,166.0,186,26,56,99
424,Dallas McPherson\mcpheda01,2011-11-08,Chicago White Sox,CHW,31,-0.2,5,139,386,54,93,18,45,5,27,.241,.292,.446,.738,,,,,,,,,,,,
425,Travis Buck\bucktr01,2011-11-05,Houston Astros,CLE,28,0.1,5,220,736,92,181,20,89,8,72,.246,.320,.408,.727,,,,,,,,,,,,
426,Corky Miller\milleco01,2011-11-05,Cincinnati Reds,CIN,36,0.1,10,199,504,41,95,11,59,1,44,.188,.270,.300,.570,,,,,,,,,,,,
427,Wyatt Toregas\toregwy01,2011-11-05,Pittsburgh Pirates,PIT,29,-0.4,2,22,55,1,9,0,6,0,6,.164,.250,.182,.432,,,,,,,,,,,,
428,Matt Young\youngma02,2011-11-05,Detroit Tigers,ATL,29,-0.3,1,20,48,4,10,0,1,0,4,.208,.269,.229,.498,,,,,,,,,,,,
429,Jim Thome HOF\thomeji01,2011-11-04,Philadelphia Phillies,CLE,41,6.4,21,2485,8259,1566,2287,604,1674,19,1725,.277,.403,.556,.959,,,,,,,,,,,,
430,Chien-Ming Wang\wangch01,2011-11-04,Washington Nationals,WSN,32,-1.8,6,17,33,1,1,0,1,0,1,.030,.059,.030,.089,59,29,4.15,1.334,120,115,1,733.0,768,49,210,335
431,Lance Zawadzki\zawadla01,2011-11-04,Los Angeles Dodgers,KCR,27,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,
432,Henry Blanco\blanche01,2011-11-03,Arizona Diamondbacks,ARI,40,1.2,14,900,2563,257,584,68,277,5,237,.228,.293,.369,.662,,,,,,,,,,,,
433,Juan Rivera\riverju01,2011-11-03,Los Angeles Dodgers,LAD,33,4.0,11,949,3159,395,874,123,492,16,235,.277,.327,.449,.776,,,,,,,,,,,,
434,John McDonald\mcdonjo03,2011-11-02,Arizona Diamondbacks,ARI,37,2.4,13,884,2092,248,498,21,179,33,93,.238,.275,.326,.601,,,,,,,,,,,,
435,Tim Wood\woodti01,2011-11-01,Pittsburgh Pirates,TEX,29,0.0,3,51,2,0,1,0,0,0,0,.500,.500,.500,1.000,1,4,4.50,1.655,57,0,1,58.0,63,5,33,28
436,Jose Valdez\valdejo01,2011-10-24,Houston Astros,HOU,29,-0.6,1,11,0,0,0,0,0,0,0,,,,,0,0,9.00,1.714,12,0,0,14.0,17,2,7,15
437,Jay Buente\buentja01,2011-10-07,Tampa Bay Rays,TBR,28,-0.3,2,9,1,0,0,0,0,0,0,.000,.000,.000,.000,0,1,7.31,2.438,10,1,0,16.0,23,0,16,11
